video_id,show,show_id,title,view_count,like_count,like_view,favorite_count,comment_count,duration,duration_seconds,published_at,url,view_total_count,subscriber_count
0zU6f5Cc1B8,Otros,Otros,Hueveando - Qué le pediríamos a Santa Claus a esta edad 🎅🏻,0,8,inf,0,2,0,0,2024-12-13T15:45:53Z,https://www.youtube.com/watch?v=0zU6f5Cc1B8,47565512,248000
